county,report_date,reference_date,confirm_death,confirm
Forsyth,2022-02-21,2022-01-02,1,423
Forsyth,2022-02-21,2022-01-03,1,1029
Forsyth,2022-02-21,2022-01-12,1,1486
Forsyth,2022-02-21,2022-02-09,1,193
Forsyth,2022-02-21,2022-02-13,1,62
Forsyth,2022-02-21,2022-02-15,1,119
Guilford,2022-02-21,2021-09-19,1,134
Guilford,2022-02-21,2021-09-20,1,339
Guilford,2022-02-21,2021-09-24,1,242
Guilford,2022-02-21,2021-09-27,1,297
Guilford,2022-02-21,2021-10-01,1,208
Guilford,2022-02-21,2021-10-05,1,169
Guilford,2022-02-21,2021-10-10,1,84
Guilford,2022-02-21,2021-10-11,1,176
Guilford,2022-02-21,2021-10-13,1,161
Guilford,2022-02-21,2021-10-16,1,65
Guilford,2022-02-21,2021-10-17,1,57
Guilford,2022-02-21,2021-10-21,1,118
Guilford,2022-02-21,2021-10-25,1,102
Guilford,2022-02-21,2021-10-30,1,49
Guilford,2022-02-21,2021-11-02,1,108
Guilford,2022-02-21,2021-11-03,1,77
Guilford,2022-02-21,2021-11-06,1,53
Guilford,2022-02-21,2021-11-07,1,50
Guilford,2022-02-21,2021-11-09,1,118
Guilford,2022-02-21,2021-11-11,1,88
Guilford,2022-02-21,2021-11-13,1,50
Guilford,2022-02-21,2021-11-14,1,50
Guilford,2022-02-21,2021-11-15,1,96
Guilford,2022-02-21,2021-11-19,1,123
Guilford,2022-02-21,2021-11-20,1,55
Guilford,2022-02-21,2021-11-21,1,48
Guilford,2022-02-21,2021-11-22,1,97
Guilford,2022-02-21,2021-11-30,1,176
Guilford,2022-02-21,2021-12-03,1,163
Guilford,2022-02-21,2021-12-04,1,107
Guilford,2022-02-21,2021-12-05,1,80
Guilford,2022-02-21,2021-12-06,1,178
Guilford,2022-02-21,2021-12-07,1,175
Guilford,2022-02-21,2021-12-09,1,152
Guilford,2022-02-21,2021-12-10,1,134
Guilford,2022-02-21,2021-12-14,1,175
Guilford,2022-02-21,2021-12-15,1,193
Guilford,2022-02-21,2021-12-19,1,130
Guilford,2022-02-21,2021-12-23,1,408
Guilford,2022-02-21,2021-12-27,1,969
Guilford,2022-02-21,2021-12-28,1,1124
Guilford,2022-02-21,2021-12-29,1,1150
Guilford,2022-02-21,2021-12-30,1,1153
Guilford,2022-02-21,2021-12-31,1,698
Guilford,2022-02-21,2022-01-01,1,311
Guilford,2022-02-21,2022-01-06,1,1613
Guilford,2022-02-21,2022-01-13,1,1489
Guilford,2022-02-21,2022-01-19,1,1281
Guilford,2022-02-21,2022-01-31,1,526
Guilford,2022-02-21,2022-02-02,1,404
Guilford,2022-02-21,2022-02-07,1,268
Guilford,2022-02-21,2022-02-10,1,198
Wake,2022-02-21,2021-09-16,1,434
Wake,2022-02-21,2021-09-18,1,300
Wake,2022-02-21,2021-09-21,1,390
Wake,2022-02-21,2021-09-26,1,90
Wake,2022-02-21,2021-09-30,1,331
Wake,2022-02-21,2021-10-01,1,310
Wake,2022-02-21,2021-10-02,1,257
Wake,2022-02-21,2021-10-03,1,88
Wake,2022-02-21,2021-10-07,1,225
Wake,2022-02-21,2021-10-17,1,69
Wake,2022-02-21,2021-10-18,1,272
Wake,2022-02-21,2021-10-22,1,175
Wake,2022-02-21,2021-10-28,1,155
Wake,2022-02-21,2021-10-29,1,171
Wake,2022-02-21,2021-10-31,1,59
Wake,2022-02-21,2021-11-08,1,216
Wake,2022-02-21,2021-11-09,1,153
Wake,2022-02-21,2021-11-10,1,197
Wake,2022-02-21,2021-11-11,1,115
Wake,2022-02-21,2021-11-17,1,227
Wake,2022-02-21,2021-11-18,1,217
Wake,2022-02-21,2021-11-22,1,317
Wake,2022-02-21,2021-11-24,1,197
Wake,2022-02-21,2021-11-25,1,37
Wake,2022-02-21,2021-12-08,1,365
Wake,2022-02-21,2021-12-09,1,299
Wake,2022-02-21,2021-12-14,1,427
Wake,2022-02-21,2021-12-17,1,508
Wake,2022-02-21,2021-12-21,1,1013
Wake,2022-02-21,2021-12-23,1,1401
Wake,2022-02-21,2021-12-24,1,634
Wake,2022-02-21,2021-12-27,1,3557
Wake,2022-02-21,2022-01-02,1,1336
Wake,2022-02-21,2022-01-05,1,6270
Wake,2022-02-21,2022-01-06,1,5675
Wake,2022-02-21,2022-01-07,1,4873
Wake,2022-02-21,2022-01-09,1,1322
Wake,2022-02-21,2022-01-12,1,5887
Wake,2022-02-21,2022-01-24,1,4429
Wake,2022-02-21,2022-01-25,1,3067
Wake,2022-02-21,2022-01-28,1,1809
Wake,2022-02-21,2022-01-30,1,531
Wake,2022-02-21,2022-02-04,1,1039
Wake,2022-02-21,2022-02-14,1,590
Wake,2022-02-21,2022-02-15,1,435
Forsyth,2022-02-21,2021-09-16,2,200
Forsyth,2022-02-21,2021-09-18,2,91
Forsyth,2022-02-21,2021-09-22,2,188
Forsyth,2022-02-21,2021-10-04,2,175
Forsyth,2022-02-21,2021-10-05,2,134
Forsyth,2022-02-21,2021-10-10,2,64
Forsyth,2022-02-21,2021-10-12,2,103
Forsyth,2022-02-21,2021-10-13,2,107
Forsyth,2022-02-21,2021-10-18,2,92
Forsyth,2022-02-21,2021-10-20,2,79
Forsyth,2022-02-21,2021-11-08,2,98
Forsyth,2022-02-21,2021-11-09,2,70
Forsyth,2022-02-21,2021-11-15,2,119
Forsyth,2022-02-21,2021-11-25,2,29
Forsyth,2022-02-21,2021-12-02,2,141
Forsyth,2022-02-21,2021-12-05,2,78
Forsyth,2022-02-21,2021-12-23,2,328
Forsyth,2022-02-21,2022-01-06,2,1163
Forsyth,2022-02-21,2022-01-09,2,422
Forsyth,2022-02-21,2022-01-10,2,1629
Forsyth,2022-02-21,2022-01-11,2,1479
Forsyth,2022-02-21,2022-01-17,2,267
Forsyth,2022-02-21,2022-01-20,2,1144
Forsyth,2022-02-21,2022-01-22,2,341
Forsyth,2022-02-21,2022-01-23,2,288
Forsyth,2022-02-21,2022-01-26,2,692
Forsyth,2022-02-21,2022-01-29,2,184
Forsyth,2022-02-21,2022-02-03,2,285
Forsyth,2022-02-21,2022-02-04,2,281
Forsyth,2022-02-21,2022-02-05,2,149
Forsyth,2022-02-21,2022-02-14,2,148
Guilford,2022-02-21,2021-09-17,2,294
Guilford,2022-02-21,2021-09-21,2,266
Guilford,2022-02-21,2021-09-23,2,255
Guilford,2022-02-21,2021-09-28,2,258
Guilford,2022-02-21,2021-10-02,2,104
Guilford,2022-02-21,2021-10-04,2,279
Guilford,2022-02-21,2021-10-07,2,182
Guilford,2022-02-21,2021-10-15,2,115
Guilford,2022-02-21,2021-10-19,2,129
Guilford,2022-02-21,2021-10-20,2,100
Guilford,2022-02-21,2021-10-29,2,71
Guilford,2022-02-21,2021-11-01,2,122
Guilford,2022-02-21,2021-11-05,2,69
Guilford,2022-02-21,2021-11-08,2,98
Guilford,2022-02-21,2021-11-10,2,83
Guilford,2022-02-21,2021-11-16,2,102
Guilford,2022-02-21,2021-11-27,2,76
Guilford,2022-02-21,2021-12-02,2,165
Guilford,2022-02-21,2021-12-22,2,395
Guilford,2022-02-21,2021-12-24,2,196
Guilford,2022-02-21,2021-12-26,2,392
Guilford,2022-02-21,2022-01-03,2,1125
Guilford,2022-02-21,2022-01-17,2,340
Guilford,2022-02-21,2022-01-22,2,303
Guilford,2022-02-21,2022-01-29,2,190
Guilford,2022-02-21,2022-01-30,2,216
Guilford,2022-02-21,2022-02-05,2,137
Wake,2022-02-21,2021-09-14,2,416
Wake,2022-02-21,2021-09-23,2,330
Wake,2022-02-21,2021-09-24,2,313
Wake,2022-02-21,2021-09-29,2,375
Wake,2022-02-21,2021-10-05,2,259
Wake,2022-02-21,2021-10-10,2,67
Wake,2022-02-21,2021-10-11,2,285
Wake,2022-02-21,2021-10-23,2,125
Wake,2022-02-21,2021-10-30,2,118
Wake,2022-02-21,2021-11-01,2,213
Wake,2022-02-21,2021-11-04,2,142
Wake,2022-02-21,2021-11-05,2,170
Wake,2022-02-21,2021-11-19,2,193
Wake,2022-02-21,2021-11-20,2,170
Wake,2022-02-21,2021-12-15,2,440
Wake,2022-02-21,2021-12-19,2,256
Wake,2022-02-21,2021-12-20,2,766
Wake,2022-02-21,2022-01-14,2,4875
Wake,2022-02-21,2022-01-15,2,2781
Wake,2022-02-21,2022-01-16,2,400
Wake,2022-02-21,2022-01-18,2,6105
Wake,2022-02-21,2022-01-19,2,5273
Wake,2022-02-21,2022-01-21,2,1061
Wake,2022-02-21,2022-01-22,2,452
Wake,2022-02-21,2022-01-23,2,1045
Wake,2022-02-21,2022-01-26,2,2492
Wake,2022-02-21,2022-01-27,2,1908
Wake,2022-02-21,2022-02-02,2,1331
Wake,2022-02-21,2022-02-03,2,1086
Wake,2022-02-21,2022-02-11,2,545
Forsyth,2022-02-21,2021-09-19,3,101
Forsyth,2022-02-21,2021-09-26,3,94
Forsyth,2022-02-21,2021-09-28,3,152
Forsyth,2022-02-21,2021-09-29,3,143
Forsyth,2022-02-21,2021-09-30,3,151
Forsyth,2022-02-21,2021-10-22,3,79
Forsyth,2022-02-21,2021-10-23,3,48
Forsyth,2022-02-21,2021-10-28,3,58
Forsyth,2022-02-21,2021-11-28,3,68
Forsyth,2022-02-21,2021-12-13,3,161
Forsyth,2022-02-21,2021-12-16,3,177
Forsyth,2022-02-21,2021-12-18,3,95
Forsyth,2022-02-21,2021-12-19,3,96
Forsyth,2022-02-21,2021-12-21,3,260
Forsyth,2022-02-21,2021-12-27,3,719
Forsyth,2022-02-21,2022-01-07,3,1010
Forsyth,2022-02-21,2022-01-08,3,654
Forsyth,2022-02-21,2022-01-13,3,1402
Forsyth,2022-02-21,2022-01-16,3,73
Forsyth,2022-02-21,2022-01-18,3,999
Forsyth,2022-02-21,2022-01-25,3,766
Forsyth,2022-02-21,2022-01-27,3,516
Forsyth,2022-02-21,2022-01-30,3,200
Forsyth,2022-02-21,2022-02-10,3,164
Forsyth,2022-02-21,2022-02-11,3,129
Guilford,2022-02-21,2021-09-18,3,138
Guilford,2022-02-21,2021-09-25,3,119
Guilford,2022-02-21,2021-09-30,3,204
Guilford,2022-02-21,2021-10-03,3,115
Guilford,2022-02-21,2021-10-08,3,158
Guilford,2022-02-21,2021-10-12,3,157
Guilford,2022-02-21,2021-10-18,3,104
Guilford,2022-02-21,2021-10-24,3,40
Guilford,2022-02-21,2021-10-28,3,93
Guilford,2022-02-21,2021-11-04,3,90
Guilford,2022-02-21,2021-11-23,3,127
Guilford,2022-02-21,2021-12-21,3,317
Guilford,2022-02-21,2022-01-09,3,755
Guilford,2022-02-21,2022-01-14,3,1443
Guilford,2022-02-21,2022-01-25,3,797
Guilford,2022-02-21,2022-02-03,3,307
Wake,2022-02-21,2021-09-15,3,492
Wake,2022-02-21,2021-09-19,3,140
Wake,2022-02-21,2021-09-22,3,376
Wake,2022-02-21,2021-09-28,3,354
Wake,2022-02-21,2021-10-04,3,350
Wake,2022-02-21,2021-10-12,3,315
Wake,2022-02-21,2021-10-13,3,255
Wake,2022-02-21,2021-12-28,3,3900
Wake,2022-02-21,2022-01-04,3,6666
Wake,2022-02-21,2022-01-08,3,3213
Wake,2022-02-21,2022-01-17,3,3118
Wake,2022-02-21,2022-01-20,3,4141
Wake,2022-02-21,2022-02-10,3,596
Wake,2022-02-21,2022-02-13,3,227
Forsyth,2022-02-21,2021-09-21,4,178
Forsyth,2022-02-21,2021-09-25,4,65
Forsyth,2022-02-21,2021-10-07,4,133
Forsyth,2022-02-21,2021-12-30,4,861
Forsyth,2022-02-21,2022-01-14,4,1450
Forsyth,2022-02-21,2022-01-15,4,711
Forsyth,2022-02-21,2022-01-19,4,1189
Forsyth,2022-02-21,2022-01-31,4,546
Forsyth,2022-02-21,2022-02-12,4,69
Guilford,2022-02-21,2021-09-15,4,327
Guilford,2022-02-21,2021-10-26,4,101
Guilford,2022-02-21,2022-01-02,4,478
Guilford,2022-02-21,2022-01-05,4,1392
Guilford,2022-02-21,2022-01-07,4,1186
Guilford,2022-02-21,2022-01-10,4,1884
Guilford,2022-02-21,2022-01-11,4,1797
Guilford,2022-02-21,2022-01-15,4,807
Guilford,2022-02-21,2022-01-23,4,446
Guilford,2022-02-21,2022-01-24,4,1047
Guilford,2022-02-21,2022-01-28,4,478
Guilford,2022-02-21,2022-02-04,4,299
Wake,2022-02-21,2021-09-17,4,395
Wake,2022-02-21,2021-09-20,4,558
Wake,2022-02-21,2022-01-13,4,5015
Wake,2022-02-21,2022-01-29,4,602
Wake,2022-02-21,2022-02-12,4,380
Forsyth,2022-02-21,2021-10-14,5,102
Forsyth,2022-02-21,2022-01-21,5,908
Forsyth,2022-02-21,2022-01-28,5,493
Guilford,2022-02-21,2021-09-14,5,326
Guilford,2022-02-21,2022-01-12,5,1701
Wake,2022-02-21,2021-09-25,5,215
Wake,2022-02-21,2021-09-27,5,471
Wake,2022-02-21,2022-02-07,5,1173
Forsyth,2022-02-21,2021-10-02,6,63
Guilford,2022-02-21,2021-09-16,6,302
Guilford,2022-02-21,2021-10-27,6,81
Forsyth,2022-02-21,2022-02-07,7,278
Guilford,2022-02-21,2022-01-16,7,111
Guilford,2022-02-21,2022-01-18,7,1156
Guilford,2022-02-21,2022-01-20,7,1189
Wake,2022-02-21,2022-02-08,7,866
Forsyth,2022-02-21,2022-01-24,8,996
Forsyth,2022-02-21,2022-02-06,9,109
Guilford,2022-02-21,2022-01-26,9,678
Guilford,2022-02-21,2022-01-27,9,587
Forsyth,2022-02-22,2021-09-23,0,160
Forsyth,2022-02-22,2021-09-27,0,218
Forsyth,2022-02-22,2021-10-11,0,137
Forsyth,2022-02-22,2021-10-15,0,64
Forsyth,2022-02-22,2021-10-16,0,59
Forsyth,2022-02-22,2021-10-21,0,71
Forsyth,2022-02-22,2021-10-24,0,33
Forsyth,2022-02-22,2021-10-25,0,80
Forsyth,2022-02-22,2021-10-27,0,71
Forsyth,2022-02-22,2021-10-29,0,53
Forsyth,2022-02-22,2021-10-30,0,37
Forsyth,2022-02-22,2021-11-03,0,67
Forsyth,2022-02-22,2021-11-04,0,59
Forsyth,2022-02-22,2021-11-05,0,68
Forsyth,2022-02-22,2021-11-10,0,70
Forsyth,2022-02-22,2021-11-12,0,85
Forsyth,2022-02-22,2021-11-13,0,56
Forsyth,2022-02-22,2021-11-14,0,51
Forsyth,2022-02-22,2021-11-16,0,87
Forsyth,2022-02-22,2021-11-17,0,100
Forsyth,2022-02-22,2021-11-18,0,103
Forsyth,2022-02-22,2021-11-19,0,120
Forsyth,2022-02-22,2021-11-20,0,76
Forsyth,2022-02-22,2021-11-22,0,123
Forsyth,2022-02-22,2021-11-23,0,95
Forsyth,2022-02-22,2021-11-24,0,116
Forsyth,2022-02-22,2021-11-26,0,93
Forsyth,2022-02-22,2021-11-29,0,178
Forsyth,2022-02-22,2021-12-01,0,154
Forsyth,2022-02-22,2021-12-03,0,118
Forsyth,2022-02-22,2021-12-09,0,130
Forsyth,2022-02-22,2021-12-10,0,119
Forsyth,2022-02-22,2021-12-14,0,114
Forsyth,2022-02-22,2021-12-15,0,146
Forsyth,2022-02-22,2021-12-26,0,217
Forsyth,2022-02-22,2021-12-31,0,574
Forsyth,2022-02-22,2022-01-04,0,1209
Forsyth,2022-02-22,2022-01-05,0,1294
Forsyth,2022-02-22,2022-02-01,0,387
Forsyth,2022-02-22,2022-02-02,0,361
Forsyth,2022-02-22,2022-02-08,0,221
Forsyth,2022-02-22,2022-02-16,0,135
Forsyth,2022-02-22,2022-02-17,0,89
Forsyth,2022-02-22,2022-02-19,0,30
Guilford,2022-02-22,2021-09-22,0,273
Guilford,2022-02-22,2021-09-26,0,137
Guilford,2022-02-22,2021-09-29,0,268
Guilford,2022-02-22,2021-10-06,0,212
Guilford,2022-02-22,2021-10-09,0,79
Guilford,2022-02-22,2021-10-14,0,113
Guilford,2022-02-22,2021-10-22,0,91
Guilford,2022-02-22,2021-10-23,0,60
Guilford,2022-02-22,2021-10-31,0,35
Guilford,2022-02-22,2021-11-12,0,97
Guilford,2022-02-22,2021-11-17,0,103
Guilford,2022-02-22,2021-11-18,0,101
Guilford,2022-02-22,2021-11-24,0,109
Guilford,2022-02-22,2021-11-25,0,18
Guilford,2022-02-22,2021-11-26,0,104
Guilford,2022-02-22,2021-11-28,0,70
Guilford,2022-02-22,2021-11-29,0,219
Guilford,2022-02-22,2021-12-01,0,158
Guilford,2022-02-22,2021-12-08,0,151
Guilford,2022-02-22,2021-12-11,0,116
Guilford,2022-02-22,2021-12-12,0,79
Guilford,2022-02-22,2021-12-13,0,190
Guilford,2022-02-22,2021-12-16,0,219
Guilford,2022-02-22,2021-12-17,0,211
Guilford,2022-02-22,2021-12-18,0,146
Guilford,2022-02-22,2021-12-20,0,276
Guilford,2022-02-22,2021-12-25,0,99
Guilford,2022-02-22,2022-01-04,0,1561
Guilford,2022-02-22,2022-01-21,0,837
Guilford,2022-02-22,2022-02-01,0,422
Guilford,2022-02-22,2022-02-06,0,106
Guilford,2022-02-22,2022-02-08,0,216
Guilford,2022-02-22,2022-02-09,0,200
Guilford,2022-02-22,2022-02-11,0,160
Guilford,2022-02-22,2022-02-12,0,107
Guilford,2022-02-22,2022-02-13,0,85
Guilford,2022-02-22,2022-02-15,0,178
Guilford,2022-02-22,2022-02-16,0,144
Guilford,2022-02-22,2022-02-17,0,107
Guilford,2022-02-22,2022-02-18,0,93
Guilford,2022-02-22,2022-02-19,0,58
Guilford,2022-02-22,2022-02-20,0,30
Wake,2022-02-22,2021-10-06,0,286
Wake,2022-02-22,2021-10-08,0,249
Wake,2022-02-22,2021-10-09,0,145
Wake,2022-02-22,2021-10-14,0,213
Wake,2022-02-22,2021-10-15,0,201
Wake,2022-02-22,2021-10-16,0,155
Wake,2022-02-22,2021-10-19,0,192
Wake,2022-02-22,2021-10-20,0,221
Wake,2022-02-22,2021-10-21,0,184
Wake,2022-02-22,2021-10-24,0,57
Wake,2022-02-22,2021-10-25,0,240
Wake,2022-02-22,2021-10-26,0,226
Wake,2022-02-22,2021-10-27,0,171
Wake,2022-02-22,2021-11-02,0,151
Wake,2022-02-22,2021-11-03,0,178
Wake,2022-02-22,2021-11-06,0,94
Wake,2022-02-22,2021-11-07,0,71
Wake,2022-02-22,2021-11-12,0,226
Wake,2022-02-22,2021-11-13,0,149
Wake,2022-02-22,2021-11-14,0,66
Wake,2022-02-22,2021-11-15,0,300
Wake,2022-02-22,2021-11-16,0,199
Wake,2022-02-22,2021-11-21,0,78
Wake,2022-02-22,2021-11-23,0,238
Wake,2022-02-22,2021-11-26,0,152
Wake,2022-02-22,2021-11-27,0,202
Wake,2022-02-22,2021-11-28,0,93
Wake,2022-02-22,2021-11-29,0,420
Wake,2022-02-22,2021-11-30,0,328
Wake,2022-02-22,2021-12-01,0,339
Wake,2022-02-22,2021-12-02,0,320
Wake,2022-02-22,2021-12-03,0,280
Wake,2022-02-22,2021-12-04,0,259
Wake,2022-02-22,2021-12-05,0,139
Wake,2022-02-22,2021-12-06,0,389
Wake,2022-02-22,2021-12-07,0,326
Wake,2022-02-22,2021-12-10,0,318
Wake,2022-02-22,2021-12-11,0,241
Wake,2022-02-22,2021-12-12,0,131
Wake,2022-02-22,2021-12-13,0,444
Wake,2022-02-22,2021-12-16,0,451
Wake,2022-02-22,2021-12-18,0,452
Wake,2022-02-22,2021-12-22,0,1105
Wake,2022-02-22,2021-12-25,0,211
Wake,2022-02-22,2021-12-26,0,780
Wake,2022-02-22,2021-12-29,0,3950
Wake,2022-02-22,2021-12-30,0,3882
Wake,2022-02-22,2021-12-31,0,2639
Wake,2022-02-22,2022-01-01,0,1818
Wake,2022-02-22,2022-01-03,0,5129
Wake,2022-02-22,2022-01-10,0,6432
Wake,2022-02-22,2022-01-11,0,5834
Wake,2022-02-22,2022-01-31,0,2085
Wake,2022-02-22,2022-02-01,0,1440
Wake,2022-02-22,2022-02-05,0,744
Wake,2022-02-22,2022-02-06,0,337
Wake,2022-02-22,2022-02-09,0,786
Wake,2022-02-22,2022-02-16,0,451
Wake,2022-02-22,2022-02-17,0,377
Wake,2022-02-22,2022-02-18,0,363
Wake,2022-02-22,2022-02-19,0,216
Wake,2022-02-22,2022-02-20,0,80
Forsyth,2022-02-22,2021-09-14,1,243
Forsyth,2022-02-22,2021-09-15,1,254
Forsyth,2022-02-22,2021-09-17,1,190
Forsyth,2022-02-22,2021-09-20,1,238
Forsyth,2022-02-22,2021-09-24,1,153
Forsyth,2022-02-22,2021-10-01,1,129
Forsyth,2022-02-22,2021-10-03,1,70
Forsyth,2022-02-22,2021-10-06,1,125
Forsyth,2022-02-22,2021-10-08,1,111
Forsyth,2022-02-22,2021-10-09,1,54
Forsyth,2022-02-22,2021-10-17,1,44
Forsyth,2022-02-22,2021-10-19,1,76
Forsyth,2022-02-22,2021-10-26,1,93
Forsyth,2022-02-22,2021-10-31,1,35
Forsyth,2022-02-22,2021-11-01,1,85
Forsyth,2022-02-22,2021-11-02,1,62
Forsyth,2022-02-22,2021-11-06,1,29
Forsyth,2022-02-22,2021-11-07,1,26
Forsyth,2022-02-22,2021-11-11,1,63
Forsyth,2022-02-22,2021-11-21,1,51
Forsyth,2022-02-22,2021-11-27,1,59
Forsyth,2022-02-22,2021-11-30,1,140
Forsyth,2022-02-22,2021-12-04,1,90
Forsyth,2022-02-22,2021-12-06,1,160
Forsyth,2022-02-22,2021-12-07,1,137
Forsyth,2022-02-22,2021-12-08,1,166
Forsyth,2022-02-22,2021-12-11,1,77
Forsyth,2022-02-22,2021-12-12,1,85
Forsyth,2022-02-22,2021-12-17,1,151
Forsyth,2022-02-22,2021-12-20,1,218
Forsyth,2022-02-22,2021-12-22,1,304
Forsyth,2022-02-22,2021-12-24,1,164
Forsyth,2022-02-22,2021-12-25,1,93
Forsyth,2022-02-22,2021-12-28,1,798
Forsyth,2022-02-22,2021-12-29,1,1033
Forsyth,2022-02-22,2022-01-01,1,277
Forsyth,2022-02-22,2022-01-02,1,423
Forsyth,2022-02-22,2022-01-03,1,1029
Forsyth,2022-02-22,2022-01-12,1,1487
Forsyth,2022-02-22,2022-02-09,1,193
Forsyth,2022-02-22,2022-02-13,1,62
Forsyth,2022-02-22,2022-02-15,1,119
Forsyth,2022-02-22,2022-02-20,1,18
Guilford,2022-02-22,2021-09-19,1,134
Guilford,2022-02-22,2021-09-20,1,339
Guilford,2022-02-22,2021-09-24,1,242
Guilford,2022-02-22,2021-09-27,1,297
Guilford,2022-02-22,2021-10-01,1,208
Guilford,2022-02-22,2021-10-05,1,169
Guilford,2022-02-22,2021-10-10,1,84
Guilford,2022-02-22,2021-10-11,1,176
Guilford,2022-02-22,2021-10-13,1,161
Guilford,2022-02-22,2021-10-16,1,65
Guilford,2022-02-22,2021-10-17,1,57
Guilford,2022-02-22,2021-10-21,1,118
Guilford,2022-02-22,2021-10-25,1,102
Guilford,2022-02-22,2021-10-30,1,49
Guilford,2022-02-22,2021-11-02,1,108
Guilford,2022-02-22,2021-11-03,1,77
Guilford,2022-02-22,2021-11-06,1,53
Guilford,2022-02-22,2021-11-07,1,50
Guilford,2022-02-22,2021-11-09,1,118
Guilford,2022-02-22,2021-11-11,1,88
Guilford,2022-02-22,2021-11-13,1,50
Guilford,2022-02-22,2021-11-14,1,50
Guilford,2022-02-22,2021-11-15,1,96
Guilford,2022-02-22,2021-11-19,1,123
Guilford,2022-02-22,2021-11-20,1,55
Guilford,2022-02-22,2021-11-21,1,48
Guilford,2022-02-22,2021-11-22,1,97
Guilford,2022-02-22,2021-11-30,1,176
Guilford,2022-02-22,2021-12-03,1,163
Guilford,2022-02-22,2021-12-04,1,107
Guilford,2022-02-22,2021-12-05,1,80
Guilford,2022-02-22,2021-12-06,1,178
Guilford,2022-02-22,2021-12-07,1,175
Guilford,2022-02-22,2021-12-09,1,152
Guilford,2022-02-22,2021-12-10,1,134
Guilford,2022-02-22,2021-12-14,1,175
Guilford,2022-02-22,2021-12-15,1,193
Guilford,2022-02-22,2021-12-19,1,130
Guilford,2022-02-22,2021-12-23,1,408
Guilford,2022-02-22,2021-12-27,1,969
Guilford,2022-02-22,2021-12-28,1,1124
Guilford,2022-02-22,2021-12-30,1,1153
Guilford,2022-02-22,2021-12-31,1,705
Guilford,2022-02-22,2022-01-01,1,311
Guilford,2022-02-22,2022-01-06,1,1614
Guilford,2022-02-22,2022-01-08,1,1054
Guilford,2022-02-22,2022-01-13,1,1494
Guilford,2022-02-22,2022-01-19,1,1281
Guilford,2022-02-22,2022-01-31,1,526
Guilford,2022-02-22,2022-02-02,1,404
Guilford,2022-02-22,2022-02-07,1,268
Guilford,2022-02-22,2022-02-10,1,198
Guilford,2022-02-22,2022-02-14,1,156
Wake,2022-02-22,2021-09-16,1,434
Wake,2022-02-22,2021-09-18,1,300
Wake,2022-02-22,2021-09-21,1,390
Wake,2022-02-22,2021-09-26,1,90
Wake,2022-02-22,2021-09-30,1,331
Wake,2022-02-22,2021-10-01,1,310
Wake,2022-02-22,2021-10-02,1,257
Wake,2022-02-22,2021-10-03,1,88
Wake,2022-02-22,2021-10-07,1,225
Wake,2022-02-22,2021-10-17,1,69
Wake,2022-02-22,2021-10-18,1,272
Wake,2022-02-22,2021-10-22,1,175
Wake,2022-02-22,2021-10-28,1,155
Wake,2022-02-22,2021-10-29,1,171
Wake,2022-02-22,2021-10-31,1,59
Wake,2022-02-22,2021-11-08,1,216
Wake,2022-02-22,2021-11-09,1,153
Wake,2022-02-22,2021-11-10,1,197
Wake,2022-02-22,2021-11-11,1,115
Wake,2022-02-22,2021-11-17,1,227
Wake,2022-02-22,2021-11-18,1,217
Wake,2022-02-22,2021-11-22,1,317
Wake,2022-02-22,2021-11-24,1,197
Wake,2022-02-22,2021-11-25,1,37
Wake,2022-02-22,2021-12-08,1,365
Wake,2022-02-22,2021-12-09,1,299
Wake,2022-02-22,2021-12-14,1,427
Wake,2022-02-22,2021-12-17,1,508
Wake,2022-02-22,2021-12-21,1,1013
Wake,2022-02-22,2021-12-23,1,1401
Wake,2022-02-22,2021-12-24,1,634
Wake,2022-02-22,2021-12-27,1,3557
Wake,2022-02-22,2022-01-02,1,1335
Wake,2022-02-22,2022-01-05,1,6269
Wake,2022-02-22,2022-01-06,1,5672
Wake,2022-02-22,2022-01-07,1,4869
Wake,2022-02-22,2022-01-09,1,1320
Wake,2022-02-22,2022-01-12,1,5886
Wake,2022-02-22,2022-01-24,1,4435
Wake,2022-02-22,2022-01-25,1,3071
Wake,2022-02-22,2022-01-28,1,1810
Wake,2022-02-22,2022-01-30,1,531
Wake,2022-02-22,2022-02-04,1,1039
Wake,2022-02-22,2022-02-14,1,590
Wake,2022-02-22,2022-02-15,1,436
Forsyth,2022-02-22,2021-09-16,2,200
Forsyth,2022-02-22,2021-09-18,2,91
Forsyth,2022-02-22,2021-09-22,2,188
Forsyth,2022-02-22,2021-10-04,2,175
Forsyth,2022-02-22,2021-10-05,2,134
Forsyth,2022-02-22,2021-10-10,2,64
Forsyth,2022-02-22,2021-10-12,2,103
Forsyth,2022-02-22,2021-10-13,2,107
Forsyth,2022-02-22,2021-10-18,2,92
Forsyth,2022-02-22,2021-10-20,2,79
Forsyth,2022-02-22,2021-11-08,2,98
Forsyth,2022-02-22,2021-11-09,2,70
Forsyth,2022-02-22,2021-11-15,2,119
Forsyth,2022-02-22,2021-11-25,2,29
Forsyth,2022-02-22,2021-12-02,2,141
Forsyth,2022-02-22,2021-12-05,2,78
Forsyth,2022-02-22,2021-12-23,2,328
Forsyth,2022-02-22,2022-01-06,2,1163
Forsyth,2022-02-22,2022-01-09,2,422
Forsyth,2022-02-22,2022-01-10,2,1629
Forsyth,2022-02-22,2022-01-11,2,1479
Forsyth,2022-02-22,2022-01-17,2,267
Forsyth,2022-02-22,2022-01-20,2,1144
